code_insee,nom_commune,maire_prenom,maire_nom,date_naissance,age_au_1er_tour_2026,part_65_plus_2021,part_moins_20_2021,strate,mediane_niveau_vie_2021,mediane_strate_niveau_vie,ecart_niveau_vie_vs_strate,categorie_niveau_vie,phrase_niveau_vie,departement,departement_code
59299,Hem,Francis,VERCAMER,10/05/1958,67.0,18.59,34.29,10 000-19 999 hab,23140.0,19710.0,3430.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23140 €, plus élevé que la moyenne de la strate (19710 € pour la strate).",Nord,59
59300,Hem-Lenglet,Yvette,BLANCHARD ROUSSEZ,10/01/1960,66.0,26.63,26.63,500-1999 hab,22510.0,23000.0,-490.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22510 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59301,Hergnies,Jacques,SCHNEIDER,11/07/1945,80.0,17.7,34.64,3500-4999 hab,21860.0,21515.0,345.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21860 €, proche de la moyenne de la strate (21515 € pour la strate).",Nord,59
59302,Hérin,Jean-Paul,COMYN,04/04/1959,66.0,15.79,34.61,3500-4999 hab,19930.0,21515.0,-1585.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19930 €, plus faible que la moyenne de la strate (21515 € pour la strate).",Nord,59
59303,Herlies,Bernard,DEBEER,15/09/1977,48.0,18.37,30.84,2000-3499 hab,27360.0,22735.0,4625.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27360 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59304,Herrin,Marcel,PROCUREUR,24/09/1938,87.0,16.74,37.1,< 500 hab,27820.0,22370.0,5450.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27820 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Nord,59
59305,Herzeele,Stéphane,FRANCKE,17/04/1966,59.0,17.6,32.68,500-1999 hab,23390.0,23000.0,390.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23390 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59306,Hestrud,André,BERTEAUX,09/07/1951,74.0,12.37,39.58,< 500 hab,21660.0,22370.0,-710.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21660 €, proche de la moyenne de la strate (22370 € pour la strate).",Nord,59
59307,Holque,Fabrice,LAMIAUX,11/07/1965,60.0,18.05,24.27,500-1999 hab,20870.0,23000.0,-2130.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20870 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59308,Hondeghem,Jean-Pierre,FERAMUS,14/08/1972,53.0,18.84,27.82,500-1999 hab,26110.0,23000.0,3110.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 26110 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59309,Hondschoote,Hervé,SAISON,23/11/1955,70.0,21.26,33.75,3500-4999 hab,20980.0,21515.0,-535.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 20980 €, proche de la moyenne de la strate (21515 € pour la strate).",Nord,59
59310,Hon-Hergies,Luc,BERTAUX,03/07/1972,53.0,12.62,36.8,500-1999 hab,26090.0,23000.0,3090.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 26090 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59311,Honnechy,Bertrand,LEFEBVRE,20/11/1954,71.0,10.13,47.2,500-1999 hab,18450.0,23000.0,-4550.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 18450 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59312,Honnecourt-Sur-Escaut,Bernard,MAILLART,16/06/1959,66.0,22.56,22.01,500-1999 hab,20490.0,23000.0,-2510.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20490 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59313,Hordain,Arnaud,BAVAY,01/10/1972,53.0,16.85,34.19,500-1999 hab,22280.0,23000.0,-720.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22280 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59314,Hornaing,Frédéric,DELANNOY,27/08/1968,57.0,14.25,37.27,3500-4999 hab,20420.0,21515.0,-1095.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20420 €, plus faible que la moyenne de la strate (21515 € pour la strate).",Nord,59
59315,Houdain-Lez-Bavay,Nicolas,RUTER,17/07/1975,50.0,9.96,33.15,500-1999 hab,23570.0,23000.0,570.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23570 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59316,Houplin-Ancoisne,Dominique,GANTIEZ,12/03/1954,72.0,18.03,28.05,2000-3499 hab,25620.0,22735.0,2885.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25620 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59317,Houplines,Jean-François,LEGRAND,27/11/1967,58.0,17.14,32.86,5000-9999 hab,22140.0,20460.0,1680.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 22140 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Nord,59
59318,Houtkerque,Samuel,BEVER,20/05/1959,66.0,14.06,41.48,500-1999 hab,23780.0,23000.0,780.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23780 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59319,Hoymille,Daniel,THAMIRY,10/09/1955,70.0,24.46,31.17,2000-3499 hab,24610.0,22735.0,1875.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24610 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59320,Illies,Damien,HAYART,05/01/1973,53.0,11.0,38.05,500-1999 hab,24770.0,23000.0,1770.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24770 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59321,Inchy,Etienne,BASQUIN,17/10/1950,75.0,22.33,30.35,500-1999 hab,19440.0,23000.0,-3560.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19440 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59322,Iwuy,Daniel,POTEAU,05/12/1962,63.0,16.08,32.1,2000-3499 hab,19850.0,22735.0,-2885.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19850 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Nord,59
59323,Jenlain,Johan,DREMAUX,02/05/1968,57.0,16.8,31.53,500-1999 hab,27150.0,23000.0,4150.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27150 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59324,Jeumont,Pascal,ORI,04/08/1963,62.0,16.67,34.97,10 000-19 999 hab,16910.0,19710.0,-2800.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 16910 €, plus faible que la moyenne de la strate (19710 € pour la strate).",Nord,59
59325,Jolimetz,Didier,DEBRABANT,06/10/1959,66.0,24.13,26.92,500-1999 hab,25130.0,23000.0,2130.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25130 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59326,Killem,Jean-Luc,VANBAELINGHEM,07/01/1957,69.0,18.51,35.31,500-1999 hab,21610.0,23000.0,-1390.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21610 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59327,Lallaing,Jean-Paul,FONTAINE,07/10/1970,55.0,23.18,29.56,5000-9999 hab,18880.0,20460.0,-1580.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 18880 €, plus faible que la moyenne de la strate (20460 € pour la strate).",Nord,59
59328,Lambersart,Nicolas,BOUCHE,03/11/1970,55.0,17.83,32.38,20 000-49 999 hab,28160.0,19570.0,8590.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 28160 €, plus élevé que la moyenne de la strate (19570 € pour la strate).",Nord,59
59329,Lambres-Lez-Douai,Caroline,SANCHEZ,18/06/1977,48.0,21.12,27.78,3500-4999 hab,22820.0,21515.0,1305.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 22820 €, plus élevé que la moyenne de la strate (21515 € pour la strate).",Nord,59
59330,Landas,Jean-Louis,DAUCHY,01/01/1959,67.0,18.66,30.85,2000-3499 hab,27410.0,22735.0,4675.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27410 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59331,Landrecies,François,ERLEM,14/06/1984,41.0,18.39,33.15,2000-3499 hab,18240.0,22735.0,-4495.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 18240 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Nord,59
59332,Lannoy,Michel,COLIN,07/08/1956,69.0,21.51,27.84,500-1999 hab,19710.0,23000.0,-3290.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19710 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59333,Larouillies,Wilfrid,SALMON,27/10/1967,58.0,28.09,27.23,< 500 hab,21330.0,22370.0,-1040.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21330 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Nord,59
59334,Lauwin-Planque,Sonia,VALLET,04/08/1975,50.0,22.36,29.75,500-1999 hab,24310.0,23000.0,1310.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24310 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59335,Lecelles,Jean-Claude,MESSAGER,23/03/1964,61.0,21.77,27.61,2000-3499 hab,26640.0,22735.0,3905.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 26640 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59336,Lécluse,Nicole,DESCAMPS-VOTTIER,20/02/1960,66.0,13.86,31.06,500-1999 hab,20850.0,23000.0,-2150.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20850 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59337,Lederzeele,Michel,DELFORGE,16/08/1946,79.0,20.62,29.9,500-1999 hab,23400.0,23000.0,400.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23400 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59338,Ledringhem,Christian,DELASSUS,28/01/1962,64.0,18.24,36.48,500-1999 hab,25300.0,23000.0,2300.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25300 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59339,Leers,Jean-Philippe,ANDRIES,17/05/1960,65.0,21.45,29.64,5000-9999 hab,24390.0,20460.0,3930.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24390 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Nord,59
59340,Leffrinckoucke,Olivier,RYCKEBUSCH,20/06/1973,52.0,28.96,22.89,3500-4999 hab,23390.0,21515.0,1875.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23390 €, plus élevé que la moyenne de la strate (21515 € pour la strate).",Nord,59
59341,Lesdain,Geneviève,GAUTIER,29/01/1960,66.0,13.1,36.03,< 500 hab,23150.0,22370.0,780.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23150 €, proche de la moyenne de la strate (22370 € pour la strate).",Nord,59
59342,Lez-Fontaine,Philippe,HANOT,26/03/1973,52.0,27.88,31.86,< 500 hab,23880.0,22370.0,1510.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23880 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Nord,59
59343,Lesquin,Jean-Marc,AMBROZIEWICZ,31/07/1958,67.0,11.69,35.49,5000-9999 hab,25570.0,20460.0,5110.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25570 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Nord,59
59344,Leval,Jacques,THURETTE,22/07/1961,64.0,20.87,33.78,2000-3499 hab,19140.0,22735.0,-3595.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19140 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Nord,59
59345,Lewarde,Alain,BRUNEEL,07/03/1952,74.0,21.4,27.34,2000-3499 hab,21020.0,22735.0,-1715.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21020 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Nord,59
59346,Lezennes,Didier,DUFOUR,17/12/1962,63.0,18.47,32.11,2000-3499 hab,25880.0,22735.0,3145.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25880 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59347,Liessies,Alain,RICHARD,17/06/1952,73.0,12.38,33.71,500-1999 hab,23010.0,23000.0,10.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23010 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59348,Lieu-Saint-Amand,Jean-Michel,DENHEZ,07/03/1955,71.0,18.14,36.56,500-1999 hab,22450.0,23000.0,-550.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22450 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59349,Ligny-En-Cambrésis,Julien,LEONARD,15/01/1981,45.0,19.51,35.48,500-1999 hab,20900.0,23000.0,-2100.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20900 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59350,Lille,Arnaud,DESLANDES,22/10/1982,43.0,11.0,29.89,100 000 hab et +,20520.0,20520.0,0.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 20520 €, proche de la moyenne de la strate (20520 € pour la strate).",Nord,59
59351,Limont-Fontaine,Alexandre,PAREE,24/10/1981,44.0,23.83,28.88,500-1999 hab,22650.0,23000.0,-350.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22650 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59352,Linselles,Isabelle,POLLET,13/10/1967,58.0,22.29,28.68,5000-9999 hab,25380.0,20460.0,4920.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25380 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Nord,59
59353,Locquignol,Jean-Claude,BONNIN,21/04/1947,78.0,12.86,31.19,< 500 hab,22170.0,22370.0,-200.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22170 €, proche de la moyenne de la strate (22370 € pour la strate).",Nord,59
59354,Loffre,Eric,GOUY,10/05/1964,61.0,23.94,32.01,500-1999 hab,27100.0,23000.0,4100.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27100 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59356,Lompret,Hélène,MOENECLAEY,13/02/1977,49.0,20.72,26.77,2000-3499 hab,34540.0,22735.0,11805.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 34540 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59357,La Longueville,Stéphane,LATOUCHE,28/01/1966,60.0,21.87,28.18,2000-3499 hab,22690.0,22735.0,-45.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22690 €, proche de la moyenne de la strate (22735 € pour la strate).",Nord,59
59358,Looberghe,Arnaud,COOREN,26/08/1969,56.0,21.07,32.62,500-1999 hab,22480.0,23000.0,-520.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22480 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59359,Loon-Plage,Eric,ROMMEL,16/10/1961,64.0,17.92,34.18,5000-9999 hab,21880.0,20460.0,1420.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 21880 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Nord,59
59360,Loos,Anne,VOITURIEZ,25/08/1955,70.0,13.08,33.31,20 000-49 999 hab,19610.0,19570.0,40.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 19610 €, proche de la moyenne de la strate (19570 € pour la strate).",Nord,59
59361,Lourches,Dalila,DUWEZ GUESMIA,02/02/1961,65.0,14.75,37.54,3500-4999 hab,15820.0,21515.0,-5695.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 15820 €, plus faible que la moyenne de la strate (21515 € pour la strate).",Nord,59
59363,Louvignies-Quesnoy,Alain,MICHAUX,15/12/1953,72.0,15.38,31.44,500-1999 hab,23670.0,23000.0,670.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23670 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59364,Louvil,Vinciane,FABER,01/04/1979,46.0,17.77,34.08,500-1999 hab,31920.0,23000.0,8920.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 31920 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59365,Louvroil,Guiseppe,ASCONE,08/09/1963,62.0,14.04,36.08,5000-9999 hab,15180.0,20460.0,-5280.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 15180 €, plus faible que la moyenne de la strate (20460 € pour la strate).",Nord,59
59366,Lynde,Jean-Michel,PLAETEVOET,26/10/1958,67.0,11.57,34.32,500-1999 hab,23860.0,23000.0,860.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23860 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59367,Lys-Lez-Lannoy,Charles-Alexandre,PROKOPOWICZ,27/05/1989,36.0,16.43,32.97,10 000-19 999 hab,22400.0,19710.0,2690.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 22400 €, plus élevé que la moyenne de la strate (19710 € pour la strate).",Nord,59
59368,La Madeleine,Sébastien,LEPRÊTRE,17/02/1971,55.0,17.03,28.52,20 000-49 999 hab,25270.0,19570.0,5700.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25270 €, plus élevé que la moyenne de la strate (19570 € pour la strate).",Nord,59
59369,Maing,Philippe,BAUDRIN,29/09/1958,67.0,20.34,29.32,3500-4999 hab,22970.0,21515.0,1455.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 22970 €, plus élevé que la moyenne de la strate (21515 € pour la strate).",Nord,59
59370,Mairieux,Alain,BOUILLIEZ,11/10/1951,74.0,23.37,28.74,500-1999 hab,26820.0,23000.0,3820.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 26820 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59371,Le Maisnil,Michel,BORREWATER,07/04/1956,69.0,21.44,26.08,500-1999 hab,34170.0,23000.0,11170.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 34170 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59372,Malincourt,Marie Françoise,HERBET,15/03/1952,74.0,26.07,26.07,< 500 hab,21670.0,22370.0,-700.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21670 €, proche de la moyenne de la strate (22370 € pour la strate).",Nord,59
59374,Marbaix,Damien,DUCANCHEZ,09/07/1954,71.0,20.21,28.33,< 500 hab,24640.0,22370.0,2270.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24640 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Nord,59
59375,Marchiennes,Laurent,MARTINEZ,11/04/1969,56.0,18.77,31.7,3500-4999 hab,23590.0,21515.0,2075.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23590 €, plus élevé que la moyenne de la strate (21515 € pour la strate).",Nord,59
59377,Marcoing,Jean-Claude,GUINET,22/02/1959,67.0,18.96,33.44,500-1999 hab,21630.0,23000.0,-1370.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21630 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59378,Marcq-En-Baroeul,Bernard,GERARD,29/08/1953,72.0,19.7,31.75,20 000-49 999 hab,29490.0,19570.0,9920.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 29490 €, plus élevé que la moyenne de la strate (19570 € pour la strate).",Nord,59
59379,Marcq-En-Ostrevent,Thierry,PREIN,03/05/1962,63.0,18.64,32.36,500-1999 hab,23170.0,23000.0,170.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23170 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59381,Maresches,Jean-Noël,BRICHANT,28/12/1948,77.0,13.13,27.24,500-1999 hab,25190.0,23000.0,2190.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25190 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59382,Maretz,Monique,LESNE SETIAUX,02/05/1962,63.0,19.02,31.36,500-1999 hab,19200.0,23000.0,-3800.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19200 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59383,Marly,Jean-Noël,VERFAILLIE,13/10/1983,42.0,21.21,30.74,10 000-19 999 hab,19710.0,19710.0,0.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 19710 €, proche de la moyenne de la strate (19710 € pour la strate).",Nord,59
59384,Maroilles,Dominique,QUINZIN,28/11/1963,62.0,22.67,29.62,500-1999 hab,21600.0,23000.0,-1400.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21600 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59385,Marpent,Jean-Marie,ALLAIN,13/02/1953,73.0,23.1,31.39,2000-3499 hab,19210.0,22735.0,-3525.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19210 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Nord,59
59386,Marquette-Lez-Lille,Dominique,LEGRAND,01/09/1965,60.0,13.74,35.0,10 000-19 999 hab,24500.0,19710.0,4790.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24500 €, plus élevé que la moyenne de la strate (19710 € pour la strate).",Nord,59
59387,Marquette-En-Ostrevant,Jean-Marie,TONDEUR,20/07/1952,73.0,18.35,35.61,500-1999 hab,20460.0,23000.0,-2540.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20460 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Nord,59
59388,Marquillies,Eric,BOCQUET,08/11/1957,68.0,15.12,31.0,500-1999 hab,26720.0,23000.0,3720.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 26720 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59389,Masnières,Francis,NOBLECOURT,19/08/1948,77.0,18.07,36.7,2000-3499 hab,20050.0,22735.0,-2685.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20050 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Nord,59
59390,Masny,Lionel,FONTAINE,12/11/1965,60.0,21.94,32.28,3500-4999 hab,18430.0,21515.0,-3085.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 18430 €, plus faible que la moyenne de la strate (21515 € pour la strate).",Nord,59
59391,Mastaing,Ludovic,AIGUIER,09/04/1973,52.0,20.52,25.66,500-1999 hab,22940.0,23000.0,-60.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22940 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59392,Maubeuge,Arnaud,DECAGNY,30/09/1972,53.0,19.93,33.78,20 000-49 999 hab,16320.0,19570.0,-3250.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 16320 €, plus faible que la moyenne de la strate (19570 € pour la strate).",Nord,59
59393,Maulde,Jean-François,HOURDEAU,10/12/1976,49.0,18.5,29.7,500-1999 hab,23520.0,23000.0,520.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23520 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59394,Maurois,Bernadette,DUBUIS,20/09/1961,64.0,7.54,39.7,< 500 hab,20410.0,22370.0,-1960.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20410 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Nord,59
59395,Mazinghien,Michel,HENNEQUART,30/01/1947,79.0,27.57,25.0,< 500 hab,21880.0,22370.0,-490.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21880 €, proche de la moyenne de la strate (22370 € pour la strate).",Nord,59
59396,Mecquignies,Frédéric,ROMAIN,24/08/1968,57.0,11.32,34.26,500-1999 hab,24280.0,23000.0,1280.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24280 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59397,Merckeghem,Danielle,VANMAELE,09/08/1952,73.0,18.64,28.85,500-1999 hab,24660.0,23000.0,1660.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24660 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59398,Mérignies,Paul,DHALLEWYN,07/08/1955,70.0,13.3,31.67,2000-3499 hab,35880.0,22735.0,13145.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 35880 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59399,Merris,Yves,DELFOLIE,08/09/1943,82.0,16.52,27.05,500-1999 hab,25220.0,23000.0,2220.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25220 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59400,Merville,Joël,DUYCK,17/12/1954,71.0,17.51,35.55,5000-9999 hab,20840.0,20460.0,380.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 20840 €, proche de la moyenne de la strate (20460 € pour la strate).",Nord,59
59401,Méteren,Elizabeth,BOULET,03/05/1989,36.0,21.43,30.24,2000-3499 hab,25250.0,22735.0,2515.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25250 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Nord,59
59402,Millam,Marie-Andrée,BECKAERT,18/01/1955,71.0,18.44,33.22,500-1999 hab,23660.0,23000.0,660.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23660 €, proche de la moyenne de la strate (23000 € pour la strate).",Nord,59
59403,Millonfosse,Gérald,THURU,01/02/1953,73.0,23.62,28.45,500-1999 hab,24230.0,23000.0,1230.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24230 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59405,Moeuvres,Gérard,SETAN,12/12/1947,78.0,17.98,43.6,< 500 hab,21360.0,22370.0,-1010.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21360 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Nord,59
59406,Monceau-Saint-Waast,Serge,GUILLAUME,12/09/1968,57.0,28.15,31.76,< 500 hab,23950.0,22370.0,1580.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23950 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Nord,59
59407,Monchaux-Sur-Ecaillon,Bernard,DE MEYER,03/07/1963,62.0,26.28,20.44,500-1999 hab,26700.0,23000.0,3700.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 26700 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
59408,Moncheaux,François-Hubert,DESCAMPS,02/06/1970,55.0,14.24,35.46,500-1999 hab,27510.0,23000.0,4510.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27510 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Nord,59
