code_insee,nom_commune,dette_par_habitant,dotations,dotations_par_habitant,annee_fin,commentaire_financier,strate,dotations_par_hab_mediane_strate,commentaire_financier_joli
59461,PETIT-FAYT (59),5.42,21295.0,70.51,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 208.8 %), au-dessous de la médiane (-314 € /hab). Épargne brute : en hausse (de 1355.5 %) Investissement : en hausse (de 120.2 %) Dotations par habitant : 71 € /hab (au-dessous de la médiane, -106 € /hab)."
59462,PHALEMPIN (59),138.49,1030085.0,209.71,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,3500-4999 hab,249.06,"Dette : en baisse (de 57.1 %), au-dessous de la médiane (-352 € /hab). Épargne brute : en baisse (de 20.1 %) Investissement : en baisse (de 62.4 %) Dotations par habitant : 210 € /hab (au-dessous de la médiane, -39 € /hab)."
59463,PITGAM (59),220.35,127557.0,127.43,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 7252.5 %), au-dessous de la médiane (-149 € /hab). Épargne brute : en baisse (de 27.7 %) Investissement : en hausse (de 497.4 %) Dotations par habitant : 127 € /hab (au-dessous de la médiane, -62 € /hab)."
59464,POIX-DU-NORD (59),669.91,1154406.0,523.78,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 109.1 %), au-dessus de la médiane (+222 € /hab). Épargne brute : en baisse (de 43.8 %) Investissement : en hausse (de 749.9 %) Dotations par habitant : 524 € /hab (au-dessus de la médiane, +329 € /hab)."
59465,POMMEREUIL (59),671.87,247963.0,310.34,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 32.1 %), au-dessus de la médiane (+302 € /hab). Épargne brute : en hausse (de 209.4 %) Investissement : en baisse (de 81.9 %) Dotations par habitant : 310 € /hab (au-dessus de la médiane, +121 € /hab)."
59466,PONT-A-MARCQ (59),915.33,408310.0,137.25,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 102.9 %), au-dessus de la médiane (+468 € /hab). Épargne brute : en baisse (de 39.8 %) Investissement : en hausse (de 49.4 %) Dotations par habitant : 137 € /hab (au-dessous de la médiane, -57 € /hab)."
59467,PONT-SUR-SAMBRE (59),256.17,98432.0,40.29,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 22.9 %), au-dessous de la médiane (-191 € /hab). Épargne brute : en baisse (de 59.2 %) Investissement : en hausse (de 68.9 %) Dotations par habitant : 40 € /hab (au-dessous de la médiane, -154 € /hab)."
59468,POTELLE (59),515.72,70292.0,154.83,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 119.6 %), au-dessus de la médiane (+196 € /hab). Épargne brute : en baisse (de 78.4 %) Investissement : en hausse (de 325.7 %) Dotations par habitant : 155 € /hab (au-dessous de la médiane, -21 € /hab)."
59469,PRADELLES (59),153.41,118406.0,281.92,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 27.7 %), au-dessous de la médiane (-166 € /hab). Épargne brute : en baisse (de 85.4 %) Investissement : en hausse (de 1333.9 %) Dotations par habitant : 282 € /hab (au-dessus de la médiane, +106 € /hab)."
59470,PREMESQUES (59),146.77,336712.0,160.19,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 11.9 %), au-dessous de la médiane (-301 € /hab). Épargne brute : en baisse (de 31.4 %) Investissement : en baisse (de 64.4 %) Dotations par habitant : 160 € /hab (au-dessous de la médiane, -34 € /hab)."
59471,PRESEAU (59),108.59,446491.0,213.63,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 64.0 %), au-dessous de la médiane (-339 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 199.4 %) Dotations par habitant : 214 € /hab (au-dessus de la médiane, +19 € /hab)."
59472,PREUX-AU-BOIS (59),222.08,250696.0,294.59,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 41.7 %), au-dessous de la médiane (-147 € /hab). Épargne brute : en baisse (de 43.0 %) Investissement : en hausse (de 38.8 %) Dotations par habitant : 295 € /hab (au-dessus de la médiane, +106 € /hab)."
59473,PREUX-AU-SART (59),53.89,43784.0,141.24,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 81.6 %), au-dessous de la médiane (-266 € /hab). Épargne brute : en baisse (de 45.6 %) Investissement : en hausse (de 16.9 %) Dotations par habitant : 141 € /hab (au-dessous de la médiane, -35 € /hab)."
59474,PRISCHES (59),577.63,370987.0,344.14,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 17.4 %), au-dessus de la médiane (+208 € /hab). Épargne brute : en hausse (de 11.8 %) Investissement : en hausse (de 472.7 %) Dotations par habitant : 344 € /hab (au-dessus de la médiane, +155 € /hab)."
59475,PROUVY (59),716.11,50214.0,22.81,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 28.4 %), au-dessus de la médiane (+269 € /hab). Épargne brute : en baisse (de 13.2 %) Investissement : en hausse (de 59.7 %) Dotations par habitant : 23 € /hab (au-dessous de la médiane, -172 € /hab)."
59476,PROVILLE (59),638.33,489809.0,153.79,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 47.5 %), au-dessus de la médiane (+191 € /hab). Épargne brute : en baisse (de 15.2 %) Investissement : en hausse (de 278.8 %) Dotations par habitant : 154 € /hab (au-dessous de la médiane, -41 € /hab)."
59477,PROVIN (59),689.66,1272870.0,281.61,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : hausse alors que la strate est en baisse.,3500-4999 hab,249.06,"Dette : en hausse (de 17.9 %), au-dessus de la médiane (+200 € /hab). Épargne brute : en baisse (de 54.6 %) Investissement : en baisse (de 69.2 %) Dotations par habitant : 282 € /hab (au-dessus de la médiane, +33 € /hab)."
59478,QUAEDYPRE (59),418.19,62992.0,54.16,2024,santé financière préoccupante — dette globalement stable depuis 2020 — investissement faible; frais de personnel élevés; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 65.9 %), au-dessus de la médiane (+49 € /hab). Épargne brute : en baisse (de 70.6 %) Investissement : en hausse (de 240.3 %) Dotations par habitant : 54 € /hab (au-dessous de la médiane, -135 € /hab)."
59479,QUAROUBLE (59),439.3,614228.0,193.89,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé Tendance dette vs strate : évolution proche de la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 11.5 %), au-dessous de la médiane (-8 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 109.1 %) Dotations par habitant : 194 € /hab (proche de la médiane, -1 € /hab)."
59480,QUERENAING (59),490.43,110366.0,126.42,2024,santé financière à surveiller — dette globalement stable depuis 2020 — investissement élevé; frais de personnel contenus; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 10.2 %), au-dessus de la médiane (+121 € /hab). Épargne brute : en hausse (de 19.1 %) Investissement : en hausse (de 212.8 %) Dotations par habitant : 126 € /hab (au-dessous de la médiane, -63 € /hab)."
59481,QUESNOY (59),917.37,1696901.0,340.26,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,3500-4999 hab,249.06,"Dette : en hausse (de 40.0 %), au-dessus de la médiane (+427 € /hab). Épargne brute : en hausse (de 76.5 %) Investissement : en hausse (de 168.8 %) Dotations par habitant : 340 € /hab (au-dessus de la médiane, +91 € /hab)."
59482,QUESNOY-SUR-DEULE (59),172.79,1718713.0,244.76,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : globalement stable, au-dessous de la médiane (-406 € /hab). Épargne brute : en baisse (de 42.0 %) Investissement : en hausse (de 133.3 %) Dotations par habitant : 245 € /hab (au-dessous de la médiane, -54 € /hab)."
59483,QUIEVELON (59),0.0,20629.0,148.41,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : comparaison de tendance non disponible.,< 500 hab,176.17,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-320 € /hab). Épargne brute : en hausse (de 47.4 %) Investissement : en baisse (de 100.0 %) Dotations par habitant : 148 € /hab (au-dessous de la médiane, -28 € /hab)."
59484,QUIEVRECHAIN (59),993.06,5450710.0,871.42,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 7.7 %), au-dessus de la médiane (+415 € /hab). Épargne brute : en hausse (de 28.1 %) Investissement : en hausse (de 7.0 %) Dotations par habitant : 871 € /hab (au-dessus de la médiane, +573 € /hab)."
59485,QUIEVY (59),691.09,518916.0,284.49,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 24.6 %), au-dessus de la médiane (+322 € /hab). Épargne brute : en baisse (de 19.6 %) Investissement : en baisse (de 61.2 %) Dotations par habitant : 284 € /hab (au-dessus de la médiane, +95 € /hab)."
59486,RACHES (59),199.46,550629.0,203.56,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 39.4 %), au-dessous de la médiane (-248 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 454.1 %) Dotations par habitant : 204 € /hab (au-dessus de la médiane, +9 € /hab)."
59487,RADINGHEM-EN-WEPPES (59),349.48,97778.0,68.91,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 45.4 %), au-dessous de la médiane (-20 € /hab). Épargne brute : en baisse (de 15.7 %) Investissement : en baisse (de 87.7 %) Dotations par habitant : 69 € /hab (au-dessous de la médiane, -120 € /hab)."
59488,RAILLENCOURT-SAINTE-OLLE (59),423.82,143602.0,66.12,2024,santé financière à surveiller — dette globalement stable depuis 2020 — investissement faible; frais de personnel élevés; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 7.1 %), au-dessous de la médiane (-24 € /hab). Épargne brute : en baisse (de 82.4 %) Investissement : en hausse (de 91.4 %) Dotations par habitant : 66 € /hab (au-dessous de la médiane, -128 € /hab)."
59489,RAIMBEAUCOURT (59),1595.82,1256833.0,308.65,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,3500-4999 hab,249.06,"Dette : en hausse (de 27.2 %), au-dessus de la médiane (+1 106 € /hab). Épargne brute : en baisse (de 41.1 %) Investissement : en baisse (de 16.7 %) Dotations par habitant : 309 € /hab (au-dessus de la médiane, +60 € /hab)."
59490,RAINSARS (59),271.33,44298.0,233.15,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 67.5 %), au-dessous de la médiane (-48 € /hab). Épargne brute : en hausse (de 25.7 %) Investissement : en baisse (de 7.5 %) Dotations par habitant : 233 € /hab (au-dessus de la médiane, +57 € /hab)."
59491,RAISMES (59),902.29,9276702.0,761.82,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : hausse plus rapide que la strate.,10 000-19 999 hab,561.23,"Dette : globalement stable, au-dessus de la médiane (+180 € /hab). Épargne brute : en hausse (de 135.1 %) Investissement : en hausse (de 16.9 %) Dotations par habitant : 762 € /hab (au-dessus de la médiane, +201 € /hab)."
59492,RAMILLIES (59),513.55,157943.0,261.93,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 28.0 %), au-dessus de la médiane (+144 € /hab). Épargne brute : en baisse (de 16.4 %) Investissement : en baisse (de 82.6 %) Dotations par habitant : 262 € /hab (au-dessus de la médiane, +73 € /hab)."
59493,RAMOUSIES (59),3.46,50611.0,212.65,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : globalement stable, au-dessous de la médiane (-316 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 1923.0 %) Dotations par habitant : 213 € /hab (au-dessus de la médiane, +36 € /hab)."
59494,RAUCOURT-AU-BOIS (59),2.9,53003.0,339.76,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 12.3 %), au-dessous de la médiane (-317 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 39.6 %) Dotations par habitant : 340 € /hab (au-dessus de la médiane, +164 € /hab)."
59495,RECQUIGNIES (59),2.28,435765.0,178.81,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 6.6 %), au-dessous de la médiane (-445 € /hab). Épargne brute : en baisse (de 51.9 %) Investissement : en baisse (de 42.6 %) Dotations par habitant : 179 € /hab (au-dessous de la médiane, -16 € /hab)."
59496,REJET-DE-BEAULIEU (59),560.89,77404.0,323.87,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 17.0 %), au-dessus de la médiane (+241 € /hab). Épargne brute : en baisse (de 14.4 %) Investissement : en hausse (de 25.0 %) Dotations par habitant : 324 € /hab (au-dessus de la médiane, +148 € /hab)."
59497,RENESCURE (59),259.95,205957.0,94.87,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 37.6 %), au-dessous de la médiane (-187 € /hab). Épargne brute : en baisse (de 62.9 %) Investissement : en baisse (de 42.2 %) Dotations par habitant : 95 € /hab (au-dessous de la médiane, -100 € /hab)."
59498,REUMONT (59),443.64,90058.0,252.26,2024,santé financière à surveiller — dette globalement stable depuis 2020 — investissement faible; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 42.4 %), au-dessus de la médiane (+124 € /hab). Épargne brute : en hausse (de 7.2 %) Investissement : en baisse (de 24.6 %) Dotations par habitant : 252 € /hab (au-dessus de la médiane, +76 € /hab)."
59499,REXPOEDE (59),506.15,605734.0,297.95,2024,santé financière à surveiller — dette en baisse depuis 2020 — investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 37.1 %), au-dessus de la médiane (+137 € /hab). Épargne brute : en baisse (de 106.8 %) Investissement : en hausse (de 28.5 %) Dotations par habitant : 298 € /hab (au-dessus de la médiane, +109 € /hab)."
59500,RIBECOURT-LA-TOUR (59),312.87,55725.0,144.74,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 52.5 %), au-dessous de la médiane (-7 € /hab). Épargne brute : en baisse (de 29.4 %) Investissement : en hausse (de 1137.3 %) Dotations par habitant : 145 € /hab (au-dessous de la médiane, -31 € /hab)."
59501,RIEULAY (59),373.47,277422.0,217.42,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 22.2 %), au-dessus de la médiane (+4 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 65.4 %) Dotations par habitant : 217 € /hab (au-dessus de la médiane, +28 € /hab)."
59502,RIEUX-EN-CAMBRESIS (59),273.56,388628.0,267.83,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 20.9 %), au-dessous de la médiane (-96 € /hab). Épargne brute : en baisse (de 33.1 %) Investissement : en hausse (de 295.3 %) Dotations par habitant : 268 € /hab (au-dessus de la médiane, +79 € /hab)."
59503,ROBERSART (59),2.24,58410.0,282.17,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 9.2 %), au-dessous de la médiane (-318 € /hab). Épargne brute : en baisse (de 27.8 %) Investissement : en hausse (de 462.5 %) Dotations par habitant : 282 € /hab (au-dessus de la médiane, +106 € /hab)."
59504,ROEULX (59),97.75,941959.0,247.82,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,3500-4999 hab,249.06,"Dette : en baisse (de 24.3 %), au-dessous de la médiane (-392 € /hab). Épargne brute : en baisse (de 25.6 %) Investissement : en hausse (de 657.7 %) Dotations par habitant : 248 € /hab (au-dessous de la médiane, -1 € /hab)."
59505,ROMBIES-ET-MARCHIPONT (59),225.44,66723.0,87.68,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 44.6 %), au-dessous de la médiane (-144 € /hab). Épargne brute : en baisse (de 31.5 %) Investissement : en baisse (de 23.4 %) Dotations par habitant : 88 € /hab (au-dessous de la médiane, -101 € /hab)."
59506,ROMERIES (59),438.58,87005.0,179.39,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 53.3 %), au-dessus de la médiane (+119 € /hab). Épargne brute : en baisse (de 42.8 %) Investissement : en hausse (de 45.7 %) Dotations par habitant : 179 € /hab (au-dessus de la médiane, +3 € /hab)."
59507,RONCHIN (59),121.29,7103770.0,359.65,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,10 000-19 999 hab,561.23,"Dette : en baisse (de 24.5 %), au-dessous de la médiane (-601 € /hab). Épargne brute : en hausse (de 82.1 %) Investissement : en baisse (de 9.9 %) Dotations par habitant : 360 € /hab (au-dessous de la médiane, -202 € /hab)."
59508,RONCQ (59),31.18,1710498.0,122.5,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,10 000-19 999 hab,561.23,"Dette : en baisse (de 77.5 %), au-dessous de la médiane (-691 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 28.4 %) Dotations par habitant : 122 € /hab (au-dessous de la médiane, -439 € /hab)."
59509,ROOST-WARENDIN (59),994.64,2678480.0,444.12,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 86.6 %), au-dessus de la médiane (+416 € /hab). Épargne brute : en baisse (de 5.8 %) Investissement : en hausse (de 52.0 %) Dotations par habitant : 444 € /hab (au-dessus de la médiane, +145 € /hab)."
59511,ROSULT (59),238.68,59398.0,29.52,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 51.1 %), au-dessous de la médiane (-131 € /hab). Épargne brute : en hausse (de 15.3 %) Investissement : en baisse (de 28.6 %) Dotations par habitant : 30 € /hab (au-dessous de la médiane, -160 € /hab)."
59512,ROUBAIX (59),1032.38,135511063.0,1360.35,2024,situation globalement saine — dette globalement stable depuis 2020 Tendance dette vs strate : évolution proche de la strate.,50 000-99 999 hab,687.21,"Dette : globalement stable, proche de la médiane (0 € /hab). Épargne brute : en baisse (de 32.9 %) Investissement : en baisse (de 7.0 %) Dotations par habitant : 1 360 € /hab (au-dessus de la médiane, +673 € /hab)."
59513,ROUCOURT (59),316.5,50081.0,107.93,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 22.2 %), au-dessous de la médiane (-3 € /hab). Épargne brute : en hausse (de 158.7 %) Investissement : en hausse (de 286.6 %) Dotations par habitant : 108 € /hab (au-dessous de la médiane, -68 € /hab)."
59514,ROUSIES (59),499.52,583137.0,141.92,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement élevé; frais de personnel élevés; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,3500-4999 hab,249.06,"Dette : en hausse (de 313.8 %), au-dessus de la médiane (+9 € /hab). Épargne brute : en hausse (de 66.7 %) Investissement : en hausse (de 451.7 %) Dotations par habitant : 142 € /hab (au-dessous de la médiane, -107 € /hab)."
59515,ROUVIGNIES (59),1.96,0.0,0.0,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : globalement stable, au-dessous de la médiane (-368 € /hab). Épargne brute : en hausse (de 18.0 %) Investissement : en hausse (de 44.3 %) Dotations par habitant : 0 € /hab (au-dessous de la médiane, -189 € /hab)."
59516,RUBROUCK (59),183.61,315539.0,333.55,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 29.9 %), au-dessous de la médiane (-186 € /hab). Épargne brute : en hausse (de 27.4 %) Investissement : en baisse (de 59.1 %) Dotations par habitant : 334 € /hab (au-dessus de la médiane, +144 € /hab)."
59517,RUES-DES-VIGNES (59),226.33,26964.0,35.02,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 43.6 %), au-dessous de la médiane (-143 € /hab). Épargne brute : en baisse (de 5.1 %) Investissement : en hausse (de 99.9 %) Dotations par habitant : 35 € /hab (au-dessous de la médiane, -154 € /hab)."
59518,RUESNES (59),0.0,130726.0,283.57,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : comparaison de tendance non disponible.,< 500 hab,176.17,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-320 € /hab). Épargne brute : en baisse (de 13.6 %) Investissement : en baisse (de 51.3 %) Dotations par habitant : 284 € /hab (au-dessus de la médiane, +107 € /hab)."
59519,RUMEGIES (59),272.67,144014.0,80.63,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 52.8 %), au-dessous de la médiane (-97 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 5.0 %) Dotations par habitant : 81 € /hab (au-dessous de la médiane, -108 € /hab)."
59520,RUMILLY-EN-CAMBRESIS (59),263.16,385210.0,264.2,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 45.1 %), au-dessous de la médiane (-106 € /hab). Épargne brute : en hausse (de 78.9 %) Investissement : en hausse (de 266.7 %) Dotations par habitant : 264 € /hab (au-dessus de la médiane, +75 € /hab)."
59521,SAILLY-LEZ-CAMBRAI (59),0.0,27083.0,62.69,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 100.0 %), au-dessous de la médiane (-320 € /hab). Épargne brute : en hausse (de 43.7 %) Investissement : en baisse (de 22.1 %) Dotations par habitant : 63 € /hab (au-dessous de la médiane, -113 € /hab)."
59522,SAILLY-LEZ-LANNOY (59),485.02,276212.0,138.8,2024,santé financière à surveiller — dette globalement stable depuis 2020 — investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : globalement stable, au-dessus de la médiane (+115 € /hab). Épargne brute : en baisse (de 16.6 %) Investissement : en hausse (de 341.5 %) Dotations par habitant : 139 € /hab (au-dessous de la médiane, -50 € /hab)."
